20,一直非常喜欢史密斯的品牌，这款更是高大上，高贵的香槟色60升自家用可以，旧机换新还享受补助，第二天送达第三天就安装上了，给京东物流点赞！非常完美，安装师傅很专业，史密斯的售后服务更是没说的，终身免费清洗。大爱史密斯
21,很漂亮，深色的，白色的烂大街了！绅士一直用史密斯热水器，我知道它的好，加热快！没得说一级耗能更给力！60升的够用了3口之家！！能半胆加热！速热功能！很棒棒的！
22,颜色很喜欢 高大上的感觉速度很快还没开始用 用后再来评论用后评论美观 相信这个牌子  安全第一特别喜欢  618活动也是相当给力，安装师傅很专业，接了掉线 打眼配有塑料袋接灰尘 全程很贴心，很周到，服务到位，货到了就有人联系给安装，网购真是省心省力关键是还省钱  喜欢 会一如既往支持京东
23,造型美观，颜色新颖靓丽，金色显得上档次。加热速度快，尤其是全胆加热时，速度很快，保温效果非常棒。介绍是是一天不到一度电，我用用看看再说吧，再来个追评。温度控制效果好，加热也挺迅速的，两三个人连着洗，没问题。也挺不错的。
24,颜色非常优雅 整体非常美观非常迅速 整胆半胆都挺快一级能效 相比其他热水器确实省电足够两三个人洗浴 史密斯老牌子了 质量真的杠杠滴 安装的师傅也非常专业 服务态度也很好 大厂家就是不一样  热水器操作非常简单方便 总的来说那是相当的不错 哈哈哈 祝史密斯生意兴隆
25,外观外形金色，十分大气，看起来很好看。金圭内胆应该是挺耐用的，可以预约加热，加热速度也很快，非常方便。60升的四口之家就够用了。总体不错，值得入手！
26,买了两个史密斯的热水器，都选了金色的，看起来更大气上档次，安装师傅上门安装很专业，配件要收费，最后会给一个服务单，同时也是保修单。看起来很好，家里装修还没结束，真正用要明年了，不过相信史密斯的品质，保质期八年
27,很精致，颜色等方面都很喜欢，屏幕触感很好，质量让人放心。体验了，两天，真的不错。
28,外观非常漂亮，实物比图片更好看，父母也挺喜欢加热很快，由于换房子，之前就用的史密斯，方的那种，这个比之前的还快，而且能加热到80度了，这点很好，刚安装没多久，还不知道，我开的是半胆刚安装第一天家里人就都冲了凉，水量没有明显变化让我最意外的是现在的水阀比之前有了很大的更新，之前的是圆形的，特别土的那种，现在是方的，更有科技感，很美观，最重要的是史密斯自己家产的。排水管也有更新，固定在墙上了，比起以前买的时候，用塑料胶带粘好多了，越来越完美了，在这里重点提一下给我安装的师傅，人非常的好，对我提出来的问题，给我满意的回答，而且还出了一些好主意。家里安装电视还帮我打了孔，免费的，说举手之劳。感谢?，
29,外观特别漂亮大气，是我喜欢的颜色样式，加热速度快，耗能少，省电，安装师傅特别好，从外地过来特意帮助安装，安装细节精美，收费合理，工作认真负责，客服服务态度也很好，耐心解答疑问，送货速度快，给安装师傅和快递小哥点赞，下次还会光临
30,大方美观很快应该是很省电的很喜欢，大品牌值得信赖
31,ao史密斯专业做热水器，送货快，当天下单转天到达家里所有的电器几乎都是在京东上购买！售后安装服务到位，安装师傅服务态度好，干活非常麻利，安装完毕有详细的使用讲解！送装服务非常到位，非常满意的一次购物！！
32,外观颜色很大气，看起来很高档的感觉，对比家中以前的热水器，史密斯的同等容积的会厚很多，安装师傅说是史密斯保温层做的厚，不得不说史密斯的用料还是很扎实的加热速度非常快，基本上半个多小时就能从18度加热到50度左右这个热水器分整桶加热和半桶加热，非常节能史密斯的安装师傅安装非常快，管路接口做的很细致，服务态度特别好，用的每一项材料都有清单，都可以查询得到，给史密斯点赞，给京东点赞！
33,这个热水器的颜值真的好高啊！香槟色的好漂亮！很有科技感！和我家灰色的墙砖很搭！安装师傅服务态度很好！安装专业！收费提前告知！透明化！还详细的告诉我怎样使用！这次在京东购物十分愉快！
34,师傅很专业，态度特别好。热水器也不错，刚试了下，加热快，出水率也很好，水温控制稳定，功能很齐全，操作简单快捷高效，显示屏清晰明了，能用一个世纪看来是真的。师傅安装完成还教了如何使用，还帮助清理了卫生，全5星推荐好评！
35,美观整胆水约50分钟，很快。一级30分钟，感谢安装师傅，周末加班安装，史密斯安装师傅工作专业性强，打孔用塑料袋连接墙体，整个安装过程干净，服务周到。
36,特别高端大气上档次目前还在使用中个头不算大 安装上看起来很好看安装师傅也特别的热情、专业、解答客户的一切问题，活干的很漂亮！材料价格透明、工艺高超！美中不足的是有一些运损、还好是背面、硌了个小坑，应该不影响使用、安装上看不出来，使用问题后续再看
37,香槟金色颜色很漂亮，大气！！！加热很好，一下子温度就上去了。温度保持也很好，一个人洗完温度都没降低，我想同时洗个几个人温度肯定也不带变低的。暂时还不知道，等时间用长了慢慢就知道了吧。一次二十分几分钟和小鲸鱼连起来非常好用
38,大气美观迅速精准能耗低的超出想象  特殊提出表扬客服，耐心细致为我解答疑惑，非常热心的根据我提供的尺寸为我提供款式，非常感谢。
39,外观高端大气上档次，颜色我非常喜欢加热声音很小，速度很快非常节能
40,家里想买热水器看了 AO 史密斯！（之前就对这个牌子有了解！）选择到京东上看看！这款性价比超高下单后很快机器就送到了！外观看上去绝对的高大尚！媳妇也特别满意！联系客服安装服务也非常好！超高效率的给我安排安装师傅上门安装！安装师傅的服务更是堪称完美！工作非常认真，施工时工具摆放那叫一个干净整洁！尤其是安装时每个细节处理的非常细致！还有详细耐心的使用讲解！绝对完美！所以总体评价就是产品完美！服务完美！安装师傅完美！
41,金色外观尽显高大上，LED高清数显大触屏，人性化设计操作更方便。一级能效，更省电.安装师傅技术娴熟、专业，服务好，给老人讲解认真仔细。618购物超级划算，还有赠品。小京鱼APP智能操控预约，省心省事更省事。
42,货到了 ?颜色也太高大上了吧 低调中带入奢华 赶上活动买的 性价比很高质量没得说 安装师傅准时到达 细心讲解 安装手法精确熟练 一次很满意的购物之旅
43,美观大方，精致有特色一级能效，省电！加热很快，十分钟可以到35度！一般二十分钟左右，可以多人使用，应该可以三到四人用。现在买热水器都是买大牌子有信用可靠性，在参考多款后最后买了史密斯牌子，后续再跟进使用情况！！
44,冯师傅 上门安装时 统一着装 出示上岗证 提前**交流 安装及时 干活麻利 安装的结实稳固 临走还把垃圾清理干净！！！非常好评！！！
45,这是一款性价比超高的热水器，经济实惠，外观简洁大方，买的60L的，基本够三口之家用了。对于史密斯还是很信任的，换了几次房子，每次都选择史密斯，从服务到质量，从来没有让人失望过！安装很快，安装师傅很有礼貌也很负责，试过效果，加热很快，没有噪音。618活动还赠送了智能小鲸鱼?，很可爱，可以智能操作，感觉很惊喜！
46,美观、高端、大气、上档次我喜欢，性价比高，和房屋专修很搭配和说明一样快，省时，省电，省心省电、方便、快捷、可以远程遥控，比想象中性价比高，很实用储存水量足够一家三口用，不用担心热水量。比较满意的一款家用电器。
47,外观很漂亮，高端大气，加热速度也很快外观很漂亮，现在是最流行的款，加热速度也特别快，还特别省电，其余的时间水温特别长，洗的时间比以前长了不少，这个牌子价位，各方面都特别合理，特别满意，这次购买
48,个人比较喜欢这种颜色，感觉比白色强很多！！今天安装完了还没使用呢！ 安装师傅服务态度很好，跟我一一讲解！
49,机器很好，价格也便宜，送货安装很快，很规范，尤其安装师傅干活细致，还教我如何使用，真的很赞！
50,容量大 外表美观 节能省电 适合家人使用 卖家服务态度很好 价格合理
51,一直相信史密斯的质量，质量没的说相信一直会很好，安装小哥也非常的好，超级棒，预约完就立马来电话问地址在哪，下午就安装上了，态度很好，超级棒，各种告诉使用详情，注意事项等&hellip;&hellip;再次强调相信史密斯售后以及安装服务，超级棒，以后热水器之认史密斯！！
52,好
53,还没有用，用后追加评价。家里装修刚刚安装好，彩晶系列相比于传统款更漂亮，搭配现代风格、北欧风、轻奢风都可以，很百搭。不是俗气的土豪金是磨砂质感的金色，看起来特别洋气，还可以搭配app使用，不过还没试～。^_^。已经安装好了期待新家！
54,师傅安装及时，态度很好，还教我怎么样操作，使用，热水器加热很快，不错
55,安转师傅上门准时，服务态度很好，打眼时做了防尘，完成以后还做了清洁，很满意。时尚美观，很漂亮                        挺快的           一级能耗           还没试，刚装完
56,非常漂亮的颜色。高大上的 贵气。非常喜欢。一直信赖史密斯的品牌。机器质量好。安装师傅服务态度非常好感谢史密斯热水器这下洗碗洗脸都有热水了。不用在沾凉水了。 下单还有惊喜礼品。真好
57,安装师傅服务很好，施工过程标准，态度热情外观好看，颜色和图片一样没有误差，很喜欢。加热速度很快，还可以预约烧水，很方便。功耗很低，省电实用。洗浴时间够用，两个人没问题。速热功能很好，单人时可以加快烧水，节约时间。
58,今天刚刚买的热水器到了，师傅准时到家中安装，服务态度热情，安装的很仔细，手法娴熟还很快，让我感到十分满意
59,形外观：大气上档次，漂亮。装满水很快，有满胆和半胆选择键，还有预约热水时间，很方便，省电节能技术可以供一家5口人使用。预约和节能技术还有金圭胆，减少水垢堆积。健康环保
60,外形好看高档，质量不错不愧是大牌子，使用感受就是很好。连带着花洒的水也变大了，手机智能遥控可以随时预约很方便适合上班族。
61,简单大方非常迅速超低消耗持久耐用
62,这款热水功能强大，可以半胆，整胆分开加热，触摸屏，预约功能，客服特别好，礼貌热情，耐心细致的解答了以旧换新怎么操作，秒杀购入的，价格特别优惠，送货安装快捷便利，选用材料正规，收费合理，安全可靠。外观大气，高档。
63,配送员一口气给扛到四楼 感谢快递小哥 辛苦了。今下午已安装完成 安装师傅安装美观到位！不仅详细介绍了其使用方法 还主动把卫生打扫了。大赞！这款热水器款式好看 外观大气。加热速度快 耗电量一天仅仅0.6度 非常满意！
64,很喜欢，个人感觉比白色更好看。安装人员非常好，认真询问了各种要求，配件也使用了史密斯的，质量更好。大屏控制，时尚方便。六月一号买的，618活动，性价比很高，很合适。总体来说很满意售后也方便，希望能好用?
65,外型很酷加热非常快，刚开始使用，耗电还不知道刚安装上，应该很快的吧物流真的太快了，安装师傅货一到马上就来安装，技术态度都很好
66,香槟金？很漂亮，时尚，史密斯，品牌一流，产品一流。速度很快。洗了半个钟只洗了一格水，温度还是65（个人设定就是65）能耗没看，应该不会很费电。一级能耗。
67,特别好的史密斯电视，大品牌值得信赖，结婚的时候买的就是史密斯，爸妈家也都用的这个牌子，现在换了大房子，选了很久，还是决定买史密斯，特别安全，水箱也大，烧好以后够全家用的～质量好，价格便宜，特别好，.好评！
68,非常漂亮大方。非常超快，温度又高。好。一家三口可以用。非常好的一款热水器，漂亮大方，京东送货快，服务态度好，安装师傅专业性强，服务态度好，希望京东越来越好。
69,挺快的.60L够用哑光外壳很好看，高端大气上档次还可以一个半小时左右，洗澡前设定水温60℃，洗完基本没变，加热速度很快用了一段时间才来评价，物流很快，预约安装方便迅速。连接上手机控制水温方便。非常满意
70,美观大气 上档次  颜值爆表加热速度快  保温效果好半胆全胆  省电省时
71,新房装修首先想到的就是买史密斯热水器！新款智能的，省水省电节能保温特别好11月1号拍的2号就送到了还包安装，安装师傅****态度真的很好。买热水器还是大牌史密斯的好。买的放心
72,外形外观十分满意，香槟色非常好看，电脑数控板很有科技感。加热速度很快，操作也十分方便，非常静音，加热的时候都听不到。超厚的保温层有效地避免了过多的热量损失，款产品是一级能耗的，加热效率很高。洗浴时开整胆和增容，估计满足四人淋浴不成问题。
73,美观大气上档次快速节能环保快速特别好家里热水器突然坏了 赶紧买一台 好几天没洗澡了 一直认可ao史密斯，回来试试 Wi-Fi功能如何。现在美观大方上档次，希望能用个十几年哈哈。家里电器都是土豪金的 不错不错。
74,外观漂亮，颜色时尚，加热迅速，操作简便易行，很好的一款热水器！
75,香槟金看着颜色非常漂亮安装了十多分钟就54℃了一级耗能应该还可以
76,热水器真的是好好看呀，颜色美，外观也美。另外功能还多，可以用手机调水温的功能真是太方便了，价钱也合理，性价比绝对的高。史密斯是专业做热水器起家的，感觉买热水器就还是得买史密斯，毕竟术业有专攻嘛。等搬家回头再来追评一下耗能情况和洗浴时间等问题。
77,很快！美观大方原来用的史密斯的，15年了，换的这个，质量还是信得过的，安装很快，配件把原来的换了，换了个防水插座，花了总共400，赠送的东西不少，毛巾纯棉的很柔软，小京鱼还挺好玩的，陪小孩子玩挺有意思的，还可以通过它实现语音遥控功能
78,热水器很好，加热很快，使用也方便易学，还可以半胆加热，很满意，安装师傅安装的也很好，
79,比前些年买的合适多了，加量不加价，热水器美观大方，加热效率高，再也不怕冬天水凉了。京东送货超级效率，年货节送的礼品很多，赞一个，继续支持京东，支持史密斯。
80,颜色哑金色，很低调。AO史密斯的品质，还是比较信赖的。因为多年前爸爸妈妈买的就是史密斯的热水器。装师傅特别给力，专业而且服务态度好！我家卫生间有塑料型材吊顶，预留的空间不好安装，安装师傅费了许多时间和精力想办法装好了，又恢复原状。给个大大的好评！！！智能模式，登录小京鱼APP可以预约加热时间。省电又方便 安心！
81,东西很好，安装人员特别负责，管子安装很整齐。给清理的很干净。我这个安装人员很符合我的强迫症。可以下载APP使用。APP希望增加每日定时加热功能。很不容易，第一次写这么多，因为产品确实好，还会推荐别人购买。
82,热水器首选就选史密斯的，大品牌，产品质量和售后都有保障，一级能效，节能省电，配套的一体式防水插座，安心，安全，值得信赖！外观高大上，显示屏清晰明了，操作简单快捷。安装师傅很专业，安装速度很快，态度也很好，每项安装和如何操作都讲得很清楚，最后安装完成后，还清理了卫生！全五星好评！！
83,大气美观时尚感十足刚刚安装好在逐步升温中一级能耗比原先旧的热水器多20L，每次应该够2-3人安装师傅非常专业，从拆卸到安装技术熟练，介绍功能简洁明了，给安装师傅好评。
84,家里正装修，从到货到安装一个字，快！两个字，专业！热水器对史密斯这个牌子认识度还是很高的，赠送了小京鱼音响，可以连接家电进行语音控制，方便，同时家里增加了科技感，安装费500+，用的材料史密斯专用带字样，总之很满意！推荐！
85,外观简约时尚，而且非常高大上。加热速度非常快。因为目前是夏天，使用热水的需求并不大，但开机几分钟，60升的机就加热到40度了，这么多很快。我是专门挑了这一款低耗能的。出水快，出水量大。淋浴非常舒服。默默地观察这款机已经大半年了，一直在等他降价，但价格一直都十分平稳，没怎么降过。趁着618居然让我抢到大优惠。真是太值了。而且史密斯大品牌，值得信赖。服务周到，安装妥帖。
86,漂亮大方，简约时尚关注这款史密斯热水器有两个月了，就等一个合适的机会下手。618活动很给力，平时最优惠也就是2298加赠AI音箱，这次618活动，先是前50名下单免500，后来玩疯了，居然一件6折还赠AI音箱，618当天下午就送货上门，隔天安装工程师主动联系预约上门安装，省心省力又省钱，还要什么自行车？
87,师傅很热情.热水器很高大上，为了后续安全做了棚顶吊架，热水快，70度开始洗澡，洗了澡出来70度一度没掉。厉害厉害.过段时间再来追评。活动期间免一百材料费很划算。送了欧乐b牙刷.
88,外观很漂亮，安装师傅很专业，相关收费很透明，价格合理，安完师傅给详细讲解使用规则，安装完把垃圾收拾好，是之前还很担心在网上买行不行，但经过今天的体验，这是一次很好的京东购物，目前还没有使用，等用一段时间再追加使用体验评价。
89,漂亮，美观，大方，非常好*热速度：*热很快，用的半胆*热模式，差不多就是半个**就可以洗澡了
90,大方，白色的老化后容易发黄，所以这个颜色一直可以保持两个加棒，热洗澡时可以一起加热，平时一只加热，更节能。双加热，洗澡模式后很快热。安装小哥非常专业，也态度好，拆旧的，装新的，老配件能用的尽量的给用上，为客户节约成本。
91,史密斯的这款热水器颜值很高，大气，加热速度也很快，08年买的第一台热水器就是史密斯的，用了12年出水量大，热的特别快，最重要质量好，10多年一次也没坏过，这次搬新家看京东有活动直接订购了这台高颜值的热水器。
92,用了很多年了，安装小哥细心，手艺超级棒，大牌子值得信赖。安装完了小哥还把地面卫生收拾了，感谢！
93,热水器安装好了，大品牌的东西就是好，服务也好，安装师傅安的很认真，还帮忙把水管里的水泥清理了，京东还提前打电话通知我，帮我改了新地址，服务就是好，好评！特别感谢安装师傅，辛苦安装师傅了！好评！好评！好评！
94,外形漂亮，安装师傅非常专业，敬业，安装一上午，真的很辛苦，史密斯电热水器，值得信赖。
95,正在装修中还没来的急安装 派送师傅服务态度很好  客服服务态度也很好 我问了客服好多 都耐心解答 刚打开看了一下家人都很喜欢 外观大气上档次 活动期间买的很划算 很喜欢 过两天就可以给安装师傅打电话上门安装啦
96,漂亮大方  满意的很家人说挺好用的一级能效真棒还可以连接wifi  叮咚控制  科技感十足
97,外形好看，在史密斯的品牌当中，属于质优价廉款。加热速度很快，液晶显示很明确，洗澡时候知道用了多少水，尤其冬天用起来不担心热水够不够用。幸好年前买了，安装师傅安装也非常快，年后解决了洗澡用热水的@烦。
98,外观超级漂亮，而且省空间，香槟色非常好看的一款，真的值得购买加热速度很快，就是一边洗着一边就能加热到你想要的温度可以半胆可以整胆加热，很实用可以半胆，一天24小时开着也没发现费电物流很快，超乎想象的快，刚收到货第二天一早就安装好了，比实体店还要快，价格还比实体店便宜好多，客服也很热情
99,商品颜值很高！尤其金色有种高大上的感觉，功能也很齐全，双棒设计更加人性化！
100,即便是618到货也是非常的快，转天就安装上了，安装师傅也很专业。热水器很好用，之前用的就是史密斯，十多年了，一直很好用，值得信任。这次搬家之后首选的依然是史密斯，加热速度很快，一家三口人洗澡都没有问题。
101,安装非常专业，到达非常准时，细心，幽默、技术过硬.下次还买热水器还买史密斯热水器. 热水器外观非常高档 为史密斯点赞??
102,各方面性价比都很好，很合适，加热快，手机也能远程操控，真是太方便了，上门安装师傅特别负责，认真，箱子我都没舍得扔，给自家猫掏了窝哈哈哈哈哈
103,赞
104,史密斯的热水器果然高端大气上档次，出水快、温度控制适中，一家4口买60L的完全够用，平均每人洗澡15-20分钟，水温依然保持在适当的水平，购买是我今年最值得的产品，家里原来旧的西门子热水器完全无法比！
105,京东物流速度很快，活动价格给力，房子还在装修，暂时还没有安装，物品包装结实，包装外观没有破损。史密斯热水器里面的老品牌了，以前家里用的就是这个品牌的热水器，加热速度快，保温效果好，能耗可以接受，重要的是质量好，用了很多年了没有一点问题。
106,送货速度快  大品牌值得信赖  加热速度快 出水量大显示屏美观清晰  操作简单  安装师傅非常专业  态度很好  非常满意
107,安装师傅很专业很热情，态度很好，安装水平也很高，热水器操作也很简单，很方便。
108,热水器外观非常漂亮，简洁时尚，土豪金的颜色，我非常喜欢。刚安装上，还没有测试加热的速度，3000瓦的双棒加热速度应该会比较快(?O?)一级能耗应该比较省电吧，刚开始用还不清楚具体的能耗能洗两三个人吧！师傅安装的非常到位，不仅安装技术非常好，认真负责，安装前费用讲解清楚，安装完以后卫生打扫仔细认真，赞一个。
109,外观非常喜欢，颜色也很时尚，外观大气加热速度很快安装师傅态度非常好，非常负责任
110,非常好的师傅！很细心，干活麻利，技术好。今天没电不能试热水器，改天师傅再来给测试。
111,加热速度挺快的，安装师傅很热情，服务很到位，还特意交了使用步骤，能供一家人用没问题，节能省电，及时预约洗浴，超级省心
112,很值得购买，送了毛巾和厨宝十分超值了。加热好快，可以手机控制，而且可选半缸水加热，不用浪费电。使用起来十分满意，客服也好到位值得称赞。安装也很好。
113,已经是第二款AO史密斯热水器了，服务好，也耐用，安装师傅刘占强师傅服务超级棒，各种问题解答和建议，很赞！
114,外观美观大方，颜色高档，加热速度快，还有预约功能，物流特别快，当天就送到了，安装师傅服务特别好，信赖史密斯！
115,单筒加热，双筒加热，很方便，随便用哪种模式外观大气漂亮?
116,外观好看，时尚简约大气安装服务：安装师傅安装的十分细心，管道设计完美，服务十分满意。卫生都给打扫了。加热速度应该还可以，而且还有增容模式智能app控制感觉不错暂时还不清楚，等追评再说暂不清楚，需等使用后才知道
117,不错 很好看东西运送得很快，安装师傅服务到位～之前家里就是史密斯了，之前的用了15年坏掉了，这次换了个新的，赶上活动还挺合适的～
118,海尔热水器，金色外观非常喜欢，是我喜欢的颜色，买上师傅安装很专业，安装上之后插电试了一下加热感觉也速度快，用了几次感觉用电也很节省，不愧为一级能效，洗浴也够用我们一家三口都用不了啊，超给力啊，很满意的一次购物！
119,非常好，安装师傅热情细心，给弄的特别干净，人也很好。第一次在京东买热水器，选择史密斯不会错。热水器很好用，热水很快。
120,十年前买的史密斯现在还是使用正常，所以这次父母家装修又选择了史密斯，外观高大上，师傅上门及时，态度认真，安装打孔时卫生服务做的很好！
121,外形和颜色都很好看，还没有使用，之前买过同款，亲属家里要装修，换新的，推荐买了这个史密斯牌子，对于热水器来说，史密斯很值得信赖！
122,高端大气上档次，加热速度快。手机和语音控制简直是太方便了，
123,外观高大上，尺寸刚好，师傅态度非常好?，耐心教使用，加热速度快，很不错的一款热水器
124,经典，好看，物流很快，安装很快，师傅很专业，服务好，在这个非常时期，师傅能上门安装，五星好评加热速度快
125,A O 史密斯热水器，真不愧是大品牌，从产品本身的质量到售后服务都是超出想象的棒！?? 外观高大上、加热速度快，水量充足，够全家人使用，安装师傅很专业，大品牌值得信赖！会推荐给周围的朋友。京东的家电值得购买！
126,外观很好看，加热速度也快，水的容量足够用了，手机能控制很方便，特别喜欢，
127,师傅很好心细，安装很快，态度很好！热水器容量很大，外观很大气，屏幕显示很清晰！出水量很好，节能高效！棒
128,刚刚装完，没有启用，使用后再评价；机器外观高大上，安装师傅安装专业水准一流，服务周到，讲解细心，百问不厌，细节决定成败，大品牌，值得信赖！
129,售后服务非常好，一次又一次跟我预约安装时间。热水器颜值非常高，加热速度很快。安装师傅认真负责，安完之后仔细地给我讲解各种按钮的使用方法，对我这种电器小白的提问也都耐心解答，让我受益匪浅。
130,第一次在京东上买东西，选的史密斯的热水器，非常好看，高端，颜色很喜欢，安装师傅的态度很好，技术也好，很熟练，安出来特别好看，比想象的要好看很多，非常满意的一次购物，京东值得信赖，史密斯热水器也值得购买。非常满意的一次购物
131,银面，大气银灰色，显的很高档很快，还可以有预约加热功能比较省电了还没开始用，按介绍说一家三口是没问题的很相信这个品牌，所在地区水质不太好，为避免以后不必要的水垢，增加了一个水垢过滤器，以后使用之后才知道效果智能预约，大品牌，值得信赖
132,师傅安装技术高超   态度特别好  热水器容量大   加热快节能高效  师傅安装完成还教我们如何使用   还帮忙清理了卫生   全部5星好评
133,安装师傅很专业，服务态度好，讲解仔细，弄完了把垃圾带走了。
134,外观简单大气，外形传统，很时尚的颜色。省电，节能，可以半胆加热是非常好的功能包装非常结实，送货速度快，送货师傅也是十分给力。特别推荐大家购买这款热水器。618活动力度确实是大大的。良心卖家加热速度快，并且省电
